id,title,thumbnail,short_description,game_url,genre,platform,publisher,developer,release_date,profile_url
179,Transformice,https://www.mmobomb.com/g/179/thumbnail.jpg,"Transformice is a hilarious, ever-changing platformer that puts you and a bunch of your fellow mice in a race to capture the most cheese and become the all-powerful mouse shaman. The shaman has amazing powers, which can help or hinder her and her fellow mice.",https://www.mmobomb.com/open/transformice,Fantasy,"PC (Windows), Web Browser",Atelier 801,Atelier 801,2015-01-30,https://www.mmobomb.com/transformice
180,Gear Up,https://www.mmobomb.com/g/180/thumbnail.jpg,"Gear Up is a free to play multiplayer arcade action game with tanks and robots. Vehicular combat is fun, and Gear Up is no exception to that.",https://www.mmobomb.com/open/gear-up,Shooter,PC (Windows),Doctor Entertainment,Doctor Entertainment,2015-01-29,https://www.mmobomb.com/gear-up
181,8BitMMO,https://www.mmobomb.com/g/181/thumbnail.jpg,"Listen up all of you 8­bit lovers out there! As the name would suggest, 8BitMMO is a free to play retro­style 2D massively multiplayer game!",https://www.mmobomb.com/open/8bitmmo,MMORPG,"PC (Windows), Web Browser",Archive Entertainment,Archive Entertainment,2015-01-26,https://www.mmobomb.com/8bitmmo
399,Siegelord,https://www.mmobomb.com/g/399/thumbnail.jpg,"Siegelord is a free to play 2D medieval fantasy browser-based MMORTS, players compete with other players by expanding the cities they initially start the game with into vast empires. Published by 37 Games Entertainment, the RTS game is a mix of strategy and civilization building.",https://www.mmobomb.com/open/siegelord,Strategy,Web Browser,37Games Entertainment,37Games Entertainment,2014-12-19,https://www.mmobomb.com/siegelord
182,Dungeon Defenders 2,https://www.mmobomb.com/g/182/thumbnail.jpg,Dungeon Defenders 2 is the sequel to the very popular tower defense game Dungeon Defenders.,https://www.mmobomb.com/open/dungeon-defenders-2,Shooter,PC (Windows),Trendy Entertainment,Trendy Entertainment,2014-12-05,https://www.mmobomb.com/dungeon-defenders-2
184,Blockade 3D,https://www.mmobomb.com/g/184/thumbnail.jpg,Blockade 3D is a free to play multiplayer First Person Shooter (FPS) in an editable procedural world similar to Minecraft. In this cubic sandbox you can build and destroy things with 4 teams at the same time and up to 32 players on one map.,https://www.mmobomb.com/open/blockade-3d,Shooter,PC (Windows),Shumkov Dmitriy,Shumkov Dmitriy,2014-11-05,https://www.mmobomb.com/blockade-3d
185,Eldevin,https://www.mmobomb.com/g/185/thumbnail.jpg,"Eldevin is a free-to-play MMORPG, from Hunted Cow Studios.",https://www.mmobomb.com/open/eldevin,MMORPG,"PC (Windows), Web Browser",Hunted Cow Studios,Hunted Cow Studios,2014-11-05,https://www.mmobomb.com/eldevin
186,Double Action,https://www.mmobomb.com/g/186/thumbnail.jpg,Double Action is a free to play multiplayer online FPS that incorporates bullet time (Matrix style!) in free for all matches across tons of different environments. Get higher scores for kills with flair and claim to the top of the scoreboards.,https://www.mmobomb.com/open/double-action,Shooter,PC (Windows),Double Action Factory,Double Action Factory,2014-10-23,https://www.mmobomb.com/double-action
187,Pox Nora,https://www.mmobomb.com/g/187/thumbnail.jpg,"If you’re looking for a turn-­based strategy game that encompasses the elements of tabletop miniatures, fantasy RPG and collectible card game, look no further than Pox Nora. Developed and published by Desert Owl Games LLC, Pox Nora combines great 2D graphics with endless adventure.",https://www.mmobomb.com/open/pox-nora,Card Game,PC (Windows),Desert Owl Games LLC,Desert Owl Games LLC,2014-10-15,https://www.mmobomb.com/pox-nora
188,Counter-Strike Nexon,https://www.mmobomb.com/g/188/thumbnail.jpg,"Counter-Strike Nexon is the free-to-play massively multiplayer online FPS that asks the simple question: What’s better than Counter-Strike? Answer: Counter-Strike with new game modes, map creation and lots of zombies!",https://www.mmobomb.com/open/counter-strike-nexon,Shooter,PC (Windows),Nexon Europe GmbH,Nexon,2014-10-07,https://www.mmobomb.com/counter-strike-nexon
189,Uncharted Waters Online,https://www.mmobomb.com/g/189/thumbnail.jpg,"Uncharted Waters Online is a 3D historical MMORPG (massively multi-player online role-playing game) developed by Tecmo Koei Games. Set between the fifteenth and seventeenth centuries, Uncharted Waters Online players will have the chance to conquer hundreds of neutral cities to ensure that their nation becomes the world’s leading power.",https://www.mmobomb.com/open/uncharted-waters-online,MMORPG,PC (Windows),Papaya Play,"KOEI TECMO GAMES CO., LTD.",2014-10-03,https://www.mmobomb.com/uncharted-waters-online
10,ArcheAge,https://www.mmobomb.com/g/10/thumbnail.jpg,ArcheAge is a fantasy sandbox MMORPG that sends players on a journey across the great continents of Nuia and Harihara.,https://www.mmobomb.com/open/archeage,MMORPG,PC (Windows),Kakao Games,XL Games,2014-09-04,https://www.mmobomb.com/archeage
404,Tribal Wars 2,https://www.mmobomb.com/g/404/thumbnail.jpg,"Published by InnoGames, Tribal Wars 2 is a browser based strategy MMO game that allows players to rule over a castle in a medieval kingdom plagued by perpetual war. The land is brimming with nights and barbarians in this sequel to the online city-building strategy game Tribal Wars.",https://www.mmobomb.com/open/tribal-wars-2,Strategy,Web Browser,InnoGames,InnoGames,2014-09-02,https://www.mmobomb.com/tribal-wars-2
192,WAKFU,https://www.mmobomb.com/g/192/thumbnail.jpg,"Wakfu is a free to play 2D anime-style MMORPG with unique features like a ecosystem, citizenship and much more featuring tactical turn-based combat, vast character customization, and a deep player influenced world. One of the goals of the game is to develop your character, not only by finding its place in the world of Wakfu, but also by improving its characteristics and battle skills.",https://www.mmobomb.com/open/wakfu,MMORPG,PC (Windows),Ankama Games,Ankama Studio,2014-09-19,https://www.mmobomb.com/wakfu
193,Infinity Wars,https://www.mmobomb.com/g/193/thumbnail.jpg,Infinity Wars: Animated Trading Card Game is an MMO trading card game published by Lightmare Studios. Build up your decks and customize them with tons of factional cards to forge an empire.,https://www.mmobomb.com/open/infinity-wars,Card Game,PC (Windows),Lightmare Studios,Lightmare Studios,2014-09-05,https://www.mmobomb.com/infinity-wars
195,Divine Souls,https://www.mmobomb.com/g/195/thumbnail.jpg,"Divine Souls is a free-to-play 3D Action-Fighting MMORPG from Outspark, with unique character classes, imposing weapons, arcade style brawler gameplay, and non-stop action. To transform into a Divine Soul, an enlightened one, you must master an impressive array of combos, skills, and weapons in battle.",https://www.mmobomb.com/open/divine-souls,MMORPG,PC (Windows),Suba Games,GamePrix,2014-08-15,https://www.mmobomb.com/divine-souls
196,Cubic Castles,https://www.mmobomb.com/g/196/thumbnail.jpg,"Cubic Castles is a 3D voxel-based adventure MMO from Cosmic Cow. Jump into a destructible world that is yours to mine, terraform, build, and destroy with as you please, all so your realm can grow.",https://www.mmobomb.com/open/cubic-castles,MMO,PC (Windows),Cosmic Cow LLC,Cosmic Cow LLC,2014-08-13,https://www.mmobomb.com/cubic-castles
199,Royal Quest,https://www.mmobomb.com/g/199/thumbnail.jpg,"Royal Quest is an isometric 3D MMORPG from the makers of the more recent King's Bounty series, Katauri. The MMO sports a clean artstyle which fits in nicely with Royal Quest's fantasy setting.",https://www.mmobomb.com/open/royal-quest,MMORPG,PC (Windows),1C Online Games,Katauri,2014-08-06,https://www.mmobomb.com/royal-quest
348,Bleach Online,https://www.mmobomb.com/g/348/thumbnail.jpg,Bleach Online is a browser-based 2D fighting game set in the fictional world of the Bleach manga/anime. Choose one of six characters and jump into turn-based combat.,https://www.mmobomb.com/open/bleach-online,MMORPG,Web Browser,GoGames,GoGames,2014-07-14,https://www.mmobomb.com/bleach-online
204,Unturned,https://www.mmobomb.com/g/204/thumbnail.jpg,Unturned is a first person survival FPS in which players must scavenge for supplies as they traverse a zombie-filled environment.,https://www.mmobomb.com/open/unturned,Shooter,PC (Windows),Smartly Dressed Games,Smartly Dressed Games,2014-07-08,https://www.mmobomb.com/unturned
207,Warface,https://www.mmobomb.com/g/207/thumbnail.jpg,"Warface is a free to play 3D military MMOFPS developed by Crytek (best known for developing Far Cry, Crysis and CryENGINE).",https://www.mmobomb.com/open/warface,Shooter,PC (Windows),Crytek,Crytek,2014-07-01,https://www.mmobomb.com/warface
209,Freestyle2: Street Basketball,https://www.mmobomb.com/g/209/thumbnail.jpg,Freestyle2: Street Basketball is a free to play MMO street basketball game. Take to the streets for some 3v3 basketball in Joycity’s Freestyle2: Street Basketball.,https://www.mmobomb.com/open/freestyle2-street-basketball,Sports,PC (Windows),Joycity,Joycity,2014-06-20,https://www.mmobomb.com/freestyle2-street-basketball
210,Fistful of Frags,https://www.mmobomb.com/g/210/thumbnail.jpg,"Fistful of Frags is the full release re-imagining of the popular Western FPS mod for Half Life 2 originally developed in 2007. FoF features skill based gunplay inspired by popular spaghetti western films like the 1964 film ""Fistful of Dollars"" which inspired the name.",https://www.mmobomb.com/open/fistful-of-frags,Shooter,PC (Windows),Fistful of Frags Team,Fistful of Frags Team,2014-05-10,https://www.mmobomb.com/fistful-of-frags
211,GunZ 2: The Second Duel,https://www.mmobomb.com/g/211/thumbnail.jpg,GunZ 2: The Second Duel is a free Third Person Shooter from MAIET with a heavy focus on melee and player mobility. Different classes of mercenaries are fighting for either the Axium Empire or the Republic of Travia in a world of Cold War and over run with injections of ability enhancing Optimite.,https://www.mmobomb.com/open/gunz-2,Shooter,PC (Windows),MAIET Entertainme,MAIET Entertainme,2014-05-01,https://www.mmobomb.com/gunz-2
213,Archeblade,https://www.mmobomb.com/g/213/thumbnail.jpg,"ArcheBlade is an Unreal 3 powered team-based fighting game developed by CodeBrush Games. In ArcheBlade players can choose from a variety of characters, each with their own unique fighting style and combo abilities.",https://www.mmobomb.com/open/archeblade,Fighting,PC (Windows),CodeBrush Games,CodeBrush Games,2014-04-25,https://www.mmobomb.com/archeblade
214,Villagers and Heroes,https://www.mmobomb.com/g/214/thumbnail.jpg,"Villagers and Heroes (previously A Mystical Land) is a fantasy MMORPG from Mad Otter Games with a vast multiplayer world, easy to learn user-interface, and deep gameplay with many unique components. The game provides thousands of hours of exploration and challenge in the Seven Realms, which are populated with quirky characters and ghoulish beasties, through hundreds of quests and an array of different gameplay styles.",https://www.mmobomb.com/open/villagers-and-heroes,MMORPG,PC (Windows),Mad Otter Games,Mad Otter Games,2014-04-17,https://www.mmobomb.com/villagers-and-heroes
409,Sparta: War of Empires,https://www.mmobomb.com/g/409/thumbnail.jpg,"Sparta: War of Empires is a free-to-play 2.5D browser MMORTS set during a mythical 5th century Greek world. Players create and manage their city-state through the construction of various buildings, troops, and diplomatic endeavours with both the AI and other players.",https://www.mmobomb.com/open/sparta-war-empires,Strategy,Web Browser,Plarium,Plarium,2014-03-13,https://www.mmobomb.com/sparta-war-empires
217,Smite,https://www.mmobomb.com/g/217/thumbnail.jpg,"SMITE is a third person MOBA published by Hi-Rez Studios. Unlike other MOBAs, SMITE places the camera in a third person perspective behind the god.",https://www.mmobomb.com/open/smite,MOBA,PC (Windows),Hi-Rez Studios,Hi-Rez Studios,2014-03-25,https://www.mmobomb.com/smite
239,Dogs of War Online,https://www.mmobomb.com/g/239/thumbnail.jpg,"Based on the famous miniature board game Confrontation, Dogs of War Online is a unique free-to-play, turn-based tactical game that sets players in a three way conflict between the forces of Light, Dark, and Destiny. Players will have to build their troops and engage in fierce battles on behalf of their employers, whoever they may be.",https://www.mmobomb.com/open/dogs-war-online,Strategy,PC (Windows),Cyanide,Cyanide,2014-02-04,https://www.mmobomb.com/dogs-war-online
220,Hearthstone,https://www.mmobomb.com/g/220/thumbnail.jpg,Hearthstone is Blizzard’s free-to-play collectible card game that draws its inspiration from the rich history and lore of World of Warcraft.,https://www.mmobomb.com/open/hearthstone-heroes-warcraft,Card Game,PC (Windows),Blizzard Entertainment,Blizzard Entertainment,2014-01-21,https://www.mmobomb.com/hearthstone-heroes-warcraft
221,Lucent Heart,https://www.mmobomb.com/g/221/thumbnail.jpg,Lucent Heart is a 3D free to play fantasy MMORPG widely popular in Asia. The game has in-depth match making and dating features where players can even get married.,https://www.mmobomb.com/open/lucent-heart,MMORPG,PC (Windows),Suba Games,Playcoco (Subsidiary of Gamania),2014-01-10,https://www.mmobomb.com/lucent-heart
11,Neverwinter,https://www.mmobomb.com/g/11/thumbnail.jpg,Neverwinter is an action MMORPG based on the acclaimed Dungeons and Dragons universe.,https://www.mmobomb.com/open/neverwinter,MMORPG,PC (Windows),Perfect World Entertainment,Cryptic Studios,2013-12-06,https://www.mmobomb.com/neverwinter
376,League of Angels,https://www.mmobomb.com/g/376/thumbnail.jpg,"League of Angels is a fantasy turn-based browser MMORPG that casts players into a turbulent world churning with the forces of evil, on a quest to save a hierarchy of beautiful angels. This turn based MMO has players in search of gold and equipment in order to increase their hero and parties over-all strength, rallying power to use on their holy quest.",https://www.mmobomb.com/open/league-of-angels,MMORPG,Web Browser,GTArcade,Youzu Interactive,2013-12-10,https://www.mmobomb.com/league-of-angels
206,Aura Kingdom,https://www.mmobomb.com/g/206/thumbnail.jpg,"Aura Kingdom, is an Anime MMORPG set in the wildly alive world of Azuria. In Azuria the power of Gaia remains ever-present.",https://www.mmobomb.com/open/aura-kingdom,MMORPG,PC (Windows),X-Legend,X-Legend,2013-12-23,https://www.mmobomb.com/aura-kingdom
424,Crystal Saga,https://www.mmobomb.com/g/424/thumbnail.jpg,"Crystal Saga is a free-to-play 2.5D browser MMORPG with a vast virtual world. Players may choose from five available classes: Mage, Paladin, Priest, Ranger and Rogue.",https://www.mmobomb.com/open/crystal-saga,MMORPG,Web Browser,"Aeria, R2Games",R2Games,2013-11-20,https://www.mmobomb.com/crystal-saga
226,Path of Exile,https://www.mmobomb.com/g/226/thumbnail.jpg,"Similar to games such as Diablo and Torchlight, Path of Exile allows players to explore various dungeons in the forms of story ""Acts"".",https://www.mmobomb.com/open/path-of-exile,MMORPG,PC (Windows),Grinding Gear Games,Grinding Gear Games,2013-10-23,https://www.mmobomb.com/path-of-exile
411,Soldiers Inc.,https://www.mmobomb.com/g/411/thumbnail.jpg,"In Soldiers Inc., you take command of a military base in war-torn Zandia, competing with other military commanders to bring in the most profit for your client. Build up your power base through warfare or diplomacy and equip your soldiers with better and better gear to take on more challenging contracts for greater risks and greater rewards.",https://www.mmobomb.com/open/soldiers-inc,Strategy,Web Browser,Plarium Games,Plarium Games,2013-08-01,https://www.mmobomb.com/soldiers-inc
412,Nords: Heroes of the North,https://www.mmobomb.com/g/412/thumbnail.jpg,"In Nords, you manage a stronghold as a vassal of King Bjorn, keeping orcs, elves, norsemen, and dragons in line as you fend off the undead hordes of the villainous ice queen. You'll have to mix strategy and diplomacy to keep your forces under control and ready them for war against the ice queen, as well as your rival Nord lords.",https://www.mmobomb.com/open/nords-heroes-north,Strategy,Web Browser,Plarium Games,Plarium Games,2013-08-01,https://www.mmobomb.com/nords-heroes-north
229,Dota 2,https://www.mmobomb.com/g/229/thumbnail.jpg,Dota 2 is a popular 3D MOBA published by Valve.,https://www.mmobomb.com/open/dota-2,MOBA,PC (Windows),Valve,Valve,2013-07-09,https://www.mmobomb.com/dota-2
230,Ragnarok Online 2,https://www.mmobomb.com/g/230/thumbnail.jpg,Ragnarok Online 2 is the sequel to the popular 2.5D original Ragnarok. ,https://www.mmobomb.com/open/ragnarok-online-2,MMORPG,PC (Windows),Gravity Interactive,"Gravity, Inc.",2013-05-01,https://www.mmobomb.com/ragnarok-online-2
783,Defiance,https://www.mmobomb.com/g/783/thumbnail.jpg,"Defiance is an open-world, cooperative shooter where players take on the role of Ark Hunters!",https://www.mmobomb.com/open/defiance,Shooter,PC (Windows),Fawkes Games,Trion Worlds,2013-04-02,https://www.mmobomb.com/defiance
231,Panzar,https://www.mmobomb.com/g/231/thumbnail.jpg,"Panzar is a free to play CryEngine 3 powered team-based MMO developed by Panzar Studios. In Panzar players can choose from one of 8 different classes, each with their own unique abilities and combat styles.",https://www.mmobomb.com/open/panzar,MOBA,PC (Windows),Panzar,Troxit Service,2013-04-12,https://www.mmobomb.com/panzar
233,Kingdom Wars,https://www.mmobomb.com/g/233/thumbnail.jpg,"Kingdom Wars is a free to play 3D MMORTS developed by Reverie World Studios, Inc. Battle your way through the amazing online world with real-time siege combat as you construct strongholds, command citizens, complete quests, and manage a gigantic empire.",https://www.mmobomb.com/open/kingdom-wars,Strategy,PC (Windows),"Reverie World Studios, INC","Reverie World Studios, INC",2013-04-01,https://www.mmobomb.com/kingdom-wars
234,Champions of Regnum,https://www.mmobomb.com/g/234/thumbnail.jpg,"Champions of Regnum is a free to play 3D fantasy MMORPG similar to the subscription-based MMORPG, Dark Age of Camelot (DAoC). Both games have realm versus realm action (RvR), 3 realms to choose from, and similar graphics.",https://www.mmobomb.com/open/champions-of-regnum,MMORPG,PC (Windows),NGD Studios,NGD Studios,2013-02-27,https://www.mmobomb.com/champions-of-regnum
235,Star Conflict,https://www.mmobomb.com/g/235/thumbnail.jpg,"Star Conflict is a free to play 3D spaceship combat MMO by Gaijin Entertainment. In Star Conflict, players will begin by choosing one of three factions.",https://www.mmobomb.com/open/star-conflict,Shooter,PC (Windows),Gaijin Entertainment,Star Gem Inc.,2013-02-28,https://www.mmobomb.com/star-conflict
414,Rail Nation,https://www.mmobomb.com/g/414/thumbnail.jpg,"Rail Nation is a free to play 2D browser-based train simulation strategy MMO game, published by Travian Games and developed by Bright Future. Rail Nation offers players the ability to choose between the opposing factions Eastern Atlantic Railway or the Western Pacific Railroad, each seeking to control the rail system and expand their network of trains as they progress through the game.",https://www.mmobomb.com/open/rail-nation,Strategy,Web Browser,Bright Future,Travian Games,2013-01-13,https://www.mmobomb.com/rail-nation
240,Epic Cards Battle,https://www.mmobomb.com/g/240/thumbnail.jpg,Epic Cards Battle is a free to play online strategic trading card game (TCG) from momoStorm Entertainment. Only the players who collect the strongest cars and assemble the most powerful decks will emerge victorious.,https://www.mmobomb.com/open/epic-card-battle,Card Game,PC (Windows),momoStorm Entertainment,momoStorm,2013-01-29,https://www.mmobomb.com/epic-card-battle
232,Age of Wushu,https://www.mmobomb.com/g/232/thumbnail.jpg,"Age of Wulin, also known as Age of Wushu in North America is a new free to play fantasy 3D martial arts MMORPG with some unique features.",https://www.mmobomb.com/open/age-of-wushu,MMORPG,PC (Windows),Snail Games,Snail Games,2012-12-20,https://www.mmobomb.com/age-of-wushu
241,Everquest,https://www.mmobomb.com/g/241/thumbnail.jpg,"EverQuest is a popular 3D fantasy MMORPG that was released on 1999 and since its release has enjoyed numerous expansion packs and content updates. Celebrating its 13th anniversary EverQuest has gone free-to-play with three account levels (free, silver, and gold).",https://www.mmobomb.com/open/everquest,MMORPG,PC (Windows),Daybreak Games,Daybreak Games,2012-12-13,https://www.mmobomb.com/everquest
242,Mabinogi,https://www.mmobomb.com/g/242/thumbnail.jpg,"Mabinogi is a free online game that offers an amazing cartoon look, thanks to a technique called Cartoon Rendering.",https://www.mmobomb.com/open/mabinogi,MMORPG,PC (Windows),Nexon America Inc.,NEXON Korea Corp.,2012-12-06,https://www.mmobomb.com/mabinogi
415,Stormfall: Age of War,https://www.mmobomb.com/g/415/thumbnail.jpg,"The mystical lands of Darkshine have riddled themselves with chaos, as what is left of what was once a legendary empire known as Stormfall is in a perpetual state of territorial conquer. By Lord Oberon's will, you have been selected as the mightiest and most capable champion to reunite the empire against all unmerciful evil.",https://www.mmobomb.com/open/stormfall-age-war,Strategy,Web Browser,Plarium,Plarium,2012-11-01,https://www.mmobomb.com/stormfall-age-war
243,PlanetSide 2,https://www.mmobomb.com/g/243/thumbnail.jpg,Planetside 2 is free to play open world persistent MMOFPS published by Sony Entertainment Online.,https://www.mmobomb.com/open/planetside-2,Shooter,PC (Windows),Daybreak Games,Daybreak Games,2012-11-21,https://www.mmobomb.com/planetside-2
244,AirMech,https://www.mmobomb.com/g/244/thumbnail.jpg,"AirMech is a 3D sci-fi RTS by Carbon Games, available in the browser (Chrome) and through Steam With DotA-style gameplay players control a transforming mech, that can take flight at a moments notice in this strategy based game. Combat on the ground or switch to air to fly around and pick up units to transport.",https://www.mmobomb.com/open/airmech,Strategy,PC (Windows),Carbon Games,Carbon Games,2012-11-08,https://www.mmobomb.com/airmech
349,Big Farm,https://www.mmobomb.com/g/349/thumbnail.jpg,"Goodgame's Big Farm has you taking over for Uncle George after he's left his farm “in pretty bad shape.” You'll need to plant crops, raise livestock, and get a little help from your neighbors to get the farm back in shape! You'll start with some basic crops, but as you progress, you'll be able to unlock more labor-intensive and financially rewarding crops.",https://www.mmobomb.com/open/big-farm,Strategy,Web Browser,GoodGame Studios,GoodGame Studios,2012-10-29,https://www.mmobomb.com/big-farm
416,Wartune,https://www.mmobomb.com/g/416/thumbnail.jpg,"Wartune is a free to play 2D turn-based browser MMORPG by R2games. Wartune's dark fantasy world places players in the role of a knight, mage, or archer.",https://www.mmobomb.com/open/wartune,MMORPG,Web Browser,R2 Games,7Th Road,2012-10-25,https://www.mmobomb.com/wartune
246,Pirate 101,https://www.mmobomb.com/g/246/thumbnail.jpg,Pirate101 is a 3D Pirate MMORPG where players must embark on a journey to become a renowned pirate.,https://www.mmobomb.com/open/pirate-101,MMORPG,PC (Windows),KingsIsle Entertainment,KingsIsle Entertainment,2012-10-15,https://www.mmobomb.com/pirate-101
417,Dino Storm,https://www.mmobomb.com/g/417/thumbnail.jpg,"Dino Storm is a 3D RPG browser-based MMO by Splitscreen Studios. Players embark on a perilous journey to DinoVille, with nothing more than a change in their pockets, some ammunition, a loaded laser cannon, and your very own dinosaur.",https://www.mmobomb.com/open/dino-storm,MMORPG,Web Browser,Splitscreen S.,Splits. S,2012-09-12,https://www.mmobomb.com/dino-storm
418,The Settlers Online,https://www.mmobomb.com/g/418/thumbnail.jpg,"The Settlers Online is a free to play 2D browser-based MMORTS by Ubisoft. As an upcoming king, players take on the role as the royal leader and oversee the expanding empire.",https://www.mmobomb.com/open/the-settlers-online,Strategy,Web Browser,Ubisoft,Blue Byte,2012-09-11,https://www.mmobomb.com/the-settlers-online
248,Continent of the Ninth Seal,https://www.mmobomb.com/g/248/thumbnail.jpg,"C9 (Continent of the Ninth Seal) is a free to play 3D fantasy action RPG with great graphics, strategic battle zone system, story driven quests, and much more. C9 has hack and slash style action with impressive graphics, fluid movement and fancy skill effects that combine to create visually marvelous game play.",https://www.mmobomb.com/open/c9,MMORPG,PC (Windows),Webzen,NHN Games (Acquired by Webzen),2012-09-13,https://www.mmobomb.com/c9
24,Counter-Strike 2,https://www.mmobomb.com/g/24/thumbnail.jpg,Counter-Strike 2 is a worldwide phenomenon and now Valve's hit team-based shooter is free-to-play!,https://www.mmobomb.com/open/counter-strike-2,Shooter,PC (Windows),Valve,Valve,2012-08-21,https://www.mmobomb.com/counter-strike-2
249,RPG MO,https://www.mmobomb.com/g/249/thumbnail.jpg,"RPG MO is a free-to-play retro-style sandbox MMORPG featuring pixilated graphics and wide, colorful world in which players can level up various combat abilities, or take a break from the hack-and-slash and focus on crafting skills. This 2D open-world MMORPG is available on PC via browser, client and Steam.",https://www.mmobomb.com/open/rpg-mo,MMORPG,"PC (Windows), Web Browser",Marxnet,Marxnet,2012-07-18,https://www.mmobomb.com/rpg-mo
345,Forge of Empires,https://www.mmobomb.com/g/345/thumbnail.jpg,Forge of Empires is a browser-based MMORTS by InnoGames. Relive history as you rule over your empire through the stages of early human civilizations.,https://www.mmobomb.com/open/forge-of-empires,Strategy,Web Browser,InnoGames,InnoGames,2012-04-17,https://www.mmobomb.com/forge-of-empires
256,Realm of the Mad God,https://www.mmobomb.com/g/256/thumbnail.jpg,Realm of the Mad God is a free to play 2D browser based cooperative MMO shooter with RPG elements and retro styling straight from the 8-bit era. Fight monsters in groups of up to 85 players!,https://www.mmobomb.com/open/realm-mad-god,MMORPG,"PC (Windows), Web Browser",Kabam,Wild Shadow Studios,2012-02-21,https://www.mmobomb.com/realm-mad-god
422,Pirates: Tides of Fortune,https://www.mmobomb.com/g/422/thumbnail.jpg,Pirates: Tides of Fortune is a free to play browser-based 2D MMORTS developed by Plarium. Players begin the strategy MMO game with an upgradeable island and a handful of resource points to put into their gold and lumber facilities.,https://www.mmobomb.com/open/pirates-tides-fortune,Strategy,Web Browser,Plarium Games,Plarium Games,2012-02-12,https://www.mmobomb.com/pirates-tides-fortune
255,Stronghold Kingdoms,https://www.mmobomb.com/g/255/thumbnail.jpg,Stronghold Kingdoms is a strategy based building/warfare game developed by Firefly Studios and based on the long running Strongholds PC game series. Players will be tasked with building their own settlement and watching it flourish.,https://www.mmobomb.com/open/stronghold-kingdoms,Strategy,Web Browser,FireFly Studios,FireFly Studios,2012-02-28,https://www.mmobomb.com/stronghold-kingdoms
261,No More Room in Hell,https://www.mmobomb.com/g/261/thumbnail.jpg,"No More Room in Hell is a free to play cooperative FPS survival horror mod for the Source Engine, and focuses on survival in an “of the Dead” type universe loosely based on Romero’s famous work. The multiplayer co-op game play has been likened more to a survival horror game than a typical first person shooter, but the game relies on typical first person mechanics.",https://www.mmobomb.com/open/no-more-room-in-hell,Shooter,PC (Windows),Lever Games,No More Room in Hell Team,2011-10-31,https://www.mmobomb.com/no-more-room-in-hell
262,Digimon Masters Online,https://www.mmobomb.com/g/262/thumbnail.jpg,Digimon Masters is a free to play 3D MMORPG featuring the popular Digimon franchise. The conflict has spilled once again from the Digital World into the Real World and the fate of both worlds will rest on the hands on a new generation of Tamers.,https://www.mmobomb.com/open/digimon-masters,MMORPG,PC (Windows),MOVE ON USA CO.,"Move Games Co., Ltd.",2011-10-20,https://www.mmobomb.com/digimon-masters
264,Dragon Nest,https://www.mmobomb.com/g/264/thumbnail.jpg,Dragon Nest is a free to play 3D fast paced action MMORPG published by Nexon with cute anime inspired graphics.,https://www.mmobomb.com/open/dragon-nest,MMORPG,PC (Windows), Eyedentity Games Inc., Eyedentity Games Inc.,2011-09-28,https://www.mmobomb.com/dragon-nest
427,Drakensang Online,https://www.mmobomb.com/g/427/thumbnail.jpg,"Drakensang Online is a free to play 3D action RPG game that features extraordinary 3D graphics and effects and heralds the next generation of free-to-play online browser games. With the ability to customize your character, skills and magic powers like never before, join your comrades to wage a brutal war against evil.",https://www.mmobomb.com/open/drakensang-online,MMORPG,Web Browser,Bigpoint,Bigpoint,2011-08-08,https://www.mmobomb.com/drakensang-online
269,Spiral Knights,https://www.mmobomb.com/g/269/thumbnail.jpg,"Spiral Knights is a free-to-play 3D fantasy MMORPG Java game with a retro-inspired visual style. Anybody who dares to face the perils of these dungeons, whether alone or with a group of up to three other friends, can start their journey to the core of the Clockworks.",https://www.mmobomb.com/open/spiral-knights,MMORPG,PC (Windows),SEGA,Three Rings,2011-06-15,https://www.mmobomb.com/spiral-knights
423,Steel Legions,https://www.mmobomb.com/g/423/thumbnail.jpg,"Steel Legions is a free to play 3D strategy browser game from Splitscreen Studios, where four factions struggle for domination. It combines great 3D visuals with accessible, fast-paced PvP (player-versus-player) action.",https://www.mmobomb.com/open/steel-legions,Shooter,Web Browser,Splitscreen Studios,Splitscreen Studios,2011-06-15,https://www.mmobomb.com/steel-legions
271,Asda Global,https://www.mmobomb.com/g/271/thumbnail.jpg,Asda Global is a free to play MMORPG that was developed by MaxOn Soft Corp. One of the main features in Asda Global is finding your Soulmate in-game.,https://www.mmobomb.com/open/asda-global,MMORPG,PC (Windows),GamenGame,Maxonsoft,2011-05-19,https://www.mmobomb.com/asda-global
60,Brink,https://www.mmobomb.com/g/60/thumbnail.jpg,Splash Damage's award-winning first-person shooter Brink is now free-to-play!,https://www.mmobomb.com/open/brink,Shooter,PC (Windows),Bethesda Softworks,Splash Damage,2011-05-09,https://www.mmobomb.com/brink
272,Allods Online,https://www.mmobomb.com/g/272/thumbnail.jpg,Allods Online is an impressive free-to-play fantasy MMORPG with some Sci-Fi elements that fans of the genre’s most successful titles can enjoy.,https://www.mmobomb.com/open/allods-online,MMORPG,PC (Windows),My.com,Allods Team,2011-04-26,https://www.mmobomb.com/allods-online
