id,title,thumbnail,short_description,game_url,genre,platform,publisher,developer,release_date,profile_url
205,Elsword,https://www.mmobomb.com/g/205/thumbnail.jpg,Elsword is a free to play 3D non-stop side-scrolling MMORPG set in a colorful comic book style world with anime-style graphics and RPG elements. Experienced gamers as well as casual players can immediately jump into the game and pick-up the intuitive controls to defeat enemies or string together combos to deal devastating damage.,https://www.mmobomb.com/open/elsword,MMORPG,PC (Windows),KOG Games,KOG,2011-03-23,https://www.mmobomb.com/elsword
260,DC Universe Online,https://www.mmobomb.com/g/260/thumbnail.jpg,"Players can create their own legendary superhero, or villain, and join forces with their favorite DC Comics.",https://www.mmobomb.com/open/dcuo,MMORPG,PC (Windows),Daybreak Games,Daybreak Games,2011-01-11,https://www.mmobomb.com/dcuo
273,Bloodline Champions,https://www.mmobomb.com/g/273/thumbnail.jpg,"Bloodline Champions is a free to play 3D arena-based PvP MMO game published by Funcom, and has been compared to Defense of the Ancients and World of Warcraft Arena. But instead of relying on killing creeps or grinding for the best set of gear, Bloodlines is a more skill-based game.",https://www.mmobomb.com/open/bloodline-champions,MOBA,PC (Windows),Stunlock Studios,Stunlock Studios,2011-01-13,https://www.mmobomb.com/bloodline-champions
274,GetAmped 2,https://www.mmobomb.com/g/274/thumbnail.jpg,GetAmped 2 is a free fighting MMO game that follows the work made on Splash Fighters. In this game players enter the city of Wingdom and choose a fighter from five different classes.,https://www.mmobomb.com/open/getamped-2,Fighting,PC (Windows),CyberStep,CyberStep,2010-12-16,https://www.mmobomb.com/getamped-2
275,Dragon Saga,https://www.mmobomb.com/g/275/thumbnail.jpg,"Dragon Saga (Dragonica Online) is a free to play side scrolling 3D Fantasy MMORPG set in a world of Dragons and magic. Choose one of four classes (Warrior, Mage, Thief and Archer) and explore a rich world filled with unique monsters.",https://www.mmobomb.com/open/dragon-saga,MMORPG,PC (Windows),Gravity Interactive,Gravity Interactive,2010-10-28,https://www.mmobomb.com/dragon-saga
276,Vindictus,https://www.mmobomb.com/g/276/thumbnail.jpg,Vindictus is an action packed free 3D MMORPG game developed by devCAT and published by Nexon.,https://www.mmobomb.com/open/vindictus,MMORPG,PC (Windows),Nexon,devCAT,2010-10-13,https://www.mmobomb.com/vindictus
277,Aika Online,https://www.mmobomb.com/g/277/thumbnail.jpg,"Aika Online is a 3D fantasy MMORPG with fast paced gameplay, great graphics and strong emphasis on player versus player (PvP) combat. The game presents three major PvP modes from small skirmishes to 1000 vs.",https://www.mmobomb.com/open/aika-online,MMORPG,PC (Windows),HanbitSoft,JoyImpact,2010-08-27,https://www.mmobomb.com/aika-online
258,APB Reloaded,https://www.mmobomb.com/g/258/thumbnail.jpg,APB: Reloaded (All Points Bulletin) is a free to play 3D massively multiplayer online third-person shooter game based in the modern-day fictional city of San Paro.,https://www.mmobomb.com/open/apb,Shooter,PC (Windows),Reloaded Games,Reloaded Productions,2010-06-29,https://www.mmobomb.com/apb
278,Mortal Online,https://www.mmobomb.com/g/278/thumbnail.jpg,Mortal Online is a free to play First Person sandbox MMORPG with a huge medieval fantasy world. This is a unique old-school PvP/PvE sandbox that just requires a little creative energy and the craving for opportunity.,https://www.mmobomb.com/open/mortal-online,MMORPG,PC (Windows),Star Vault AB,Star Vault AB,2010-06-09,https://www.mmobomb.com/mortal-online
14,Star Trek Online,https://www.mmobomb.com/g/14/thumbnail.jpg,Star Trek Online (STO) is a free to play 3D Sci-Fi MMORPG based on the popular Star Trek series.,https://www.mmobomb.com/open/star-trek-online,MMORPG,PC (Windows),Perfect World Entertainment, Cryptic Studios,2010-02-02,https://www.mmobomb.com/star-trek-online
281,Grand Fantasia,https://www.mmobomb.com/g/281/thumbnail.jpg,"Grand Fantasia is a free-to-play 3D massively multiplayer online role-playing game (MMORPG) with anime-inspired graphics, that has enjoyed great success in other territories.",https://www.mmobomb.com/open/grand-fantasia,MMORPG,PC (Windows),X-Legend Entertainment,X-Legend Entertainment,2009-12-01,https://www.mmobomb.com/grand-fantasia
425,Grepolis,https://www.mmobomb.com/g/425/thumbnail.jpg,"Are you ready to conquer the Olympus following in the footsteps of Ulysses, Achilles and the Greek heroes? Then join us for a unique adventure into the world of Ancient Greece.",https://www.mmobomb.com/open/grepolis,Strategy,Web Browser,InnoGames,InnoGames,2009-12-08,https://www.mmobomb.com/grepolis
286,League of Legends,https://www.mmobomb.com/g/286/thumbnail.jpg,League of Legends (LoL) is a creation of Riot Games inspired by the classic Warcraft III mod Defense of the Ancients. This free MMO game mixes strategy and RPG elements in a perfect way to offer exciting and always different matches.,https://www.mmobomb.com/open/league-of-legends,MOBA,PC (Windows),Riot Games,Riot Games,2009-10-27,https://www.mmobomb.com/league-of-legends
287,Twelve Sky 2,https://www.mmobomb.com/g/287/thumbnail.jpg,"Players may choose from any of the three classes of each faction, then develop their skills, sharpen their weapons and refine their armor to produce a character fit for battle against the other Factions. But it isn't all about PvP, Twelve Sky also caters to a player's solo and party needs too!",https://www.mmobomb.com/open/twelve-sky-2,MMORPG,PC (Windows),RedFox Games,SG Data,2009-09-09,https://www.mmobomb.com/twelve-sky-2
288,Champions Online,https://www.mmobomb.com/g/288/thumbnail.jpg,"Champions Online: Free for All is a 3D superhero-themed Fantasy MMORPG (Massively multiplayer online role playing game) from Cryptic Studios (creator of City of Heroes Freedom), with fast paced gameplay and awesome cel-shading graphics, set in Millennium City. The game used to be pay to play but officially went free to play.",https://www.mmobomb.com/open/champions-online,MMORPG,PC (Windows),Perfect World Entertainment,Cryptic Studios,2009-09-01,https://www.mmobomb.com/champions-online
1110,Supremacy 1914,https://www.mmobomb.com/g/1110/thumbnail.jpg,"Navigate the turbulent waters of World War I in Supremacy 1914, a free-to-play strategy browser game from Bytro Labs.",https://www.mmobomb.com/open/supremacy-1914,Strategy,Web Browser,Bytro Labs,Bytro Labs,2009-09-06,https://www.mmobomb.com/supremacy-1914
280,WolfTeam,https://www.mmobomb.com/g/280/thumbnail.jpg,Wolf Team is a fast paced free 3D MMOFPS published by Aeria Games that features the capacity for players to transform between playing as a Human or as a Werewolf.,https://www.mmobomb.com/open/wolfteam,Shooter,PC (Windows),Aeria Games,Softnyx,2009-07-09,https://www.mmobomb.com/wolfteam
290,Runes of Magic,https://www.mmobomb.com/g/290/thumbnail.jpg,"Runes of Magic is a free to play 3D fantasy MMORPG. Dive into Taborea, a dangerous and magical world full of mysteries.",https://www.mmobomb.com/open/runes-of-magic,MMORPG,PC (Windows),GameForge,Runewalker Entertainment,2009-03-19,https://www.mmobomb.com/runes-of-magic
291,theHunter,https://www.mmobomb.com/g/291/thumbnail.jpg,"Hunting simulation is brought to new depths with theHunter, a free to play realistic hunting game where players can hunt 22 different animals in various locations inspired by real world reserves. theHunter pushes the boundaries of in-game depth, immersing players in the thrill of the hunt without actually killing live animals.",https://www.mmobomb.com/open/thehunter,Shooter,PC (Windows),"Expansive Worlds , Avalanche Studios","Expansive Worlds , Avalanche Studios",2009-03-05,https://www.mmobomb.com/thehunter
254,AION,https://www.mmobomb.com/g/254/thumbnail.jpg,Aion: Ascension is a free-to-play MMORPG where your character wields devastating powers and sweeping wings.,https://www.mmobomb.com/open/aion,MMORPG,PC (Windows),NCSOFT,NCSOFT,2008-11-25,https://www.mmobomb.com/aion
293,Atlantica Online,https://www.mmobomb.com/g/293/thumbnail.jpg,Atlantica Online travels back to the roots of traditional RPGs and blends classic turn-based combat with gripping strategy elements.,https://www.mmobomb.com/open/atlantica-online,MMORPG,PC (Windows),VALOFE,NDOORS Corporation,2008-10-30,https://www.mmobomb.com/atlantica-online
295,Florensia,https://www.mmobomb.com/g/295/thumbnail.jpg,Florensia is a free-to-play fantasy MMORPG game with several islands and the sprawling ocean to explore.,https://www.mmobomb.com/open/florensia,MMORPG,PC (Windows),Netts Corporation,Netts Corporation,2008-10-15,https://www.mmobomb.com/florensia
306,4Story,https://www.mmobomb.com/g/306/thumbnail.jpg,4Story is a 3D Fantasy MMORPG with a visual style and interface design very similar to the popular MMORPG World of Warcraft.,https://www.mmobomb.com/open/4story,MMORPG,PC (Windows),Zemi Interactive,Zemi Interactive,2008-10-20,https://www.mmobomb.com/4story
426,AdventureQuest Worlds,https://www.mmobomb.com/g/426/thumbnail.jpg,"Adventure Quest Worlds is a free 2D fantasy browser MMORPG from the same creators of AdventureQuest, DragonFable and MechQuest games. AdventureQuest Worlds' gameplay is surrounded around the in-game battles that occur.",https://www.mmobomb.com/open/adventurequest-worlds,MMORPG,Web Browser,Artix Entertainment,Artix Entertainment,2008-10-10,https://www.mmobomb.com/adventurequest-worlds
296,S4 League,https://www.mmobomb.com/g/296/thumbnail.jpg,S4 League is a great free MMO game that perfectly blends nonstop shooter action with inspired anime visuals. It’s a stylish third person shooter with a fantastic and colorful anime attitude that is both terrific to look at and play.,https://www.mmobomb.com/open/s4-league,Shooter,PC (Windows),VALOFE Global,GameOn Studio,2008-09-22,https://www.mmobomb.com/s4-league
297,Wizard101,https://www.mmobomb.com/g/297/thumbnail.jpg,"Wizard101 is a 3D Wizard MMORPG which is very much influence by Harry Porter. Here a player is considered as a student of Ravenwood School of Magic Arts, which belongs to a fictional town known as Wizard valley.",https://www.mmobomb.com/open/wizard101,MMORPG,PC (Windows),KingsIsle Entertainment,KingsIsle Entertainment,2008-09-02,https://www.mmobomb.com/wizard101
298,Perfect World International,https://www.mmobomb.com/g/298/thumbnail.jpg,Perfect World International is a free-to-play MMORPG based on the Chinese mythology.,https://www.mmobomb.com/open/perfect-world,MMORPG,PC (Windows),"Beijing Perfect World, Perfect World Entertainment",Beijing Perfect World,2008-09-02,https://www.mmobomb.com/perfect-world
319,Ace Online,https://www.mmobomb.com/g/319/thumbnail.jpg,Ace Online is an action based sci-fi MMO 3D Space Shooter with very unique PvP.,https://www.mmobomb.com/open/ace-online,Shooter,PC (Windows),Suba Games,MasangSoft,2008-08-29,https://www.mmobomb.com/ace-online
300,Rohan: Blood Feud,https://www.mmobomb.com/g/300/thumbnail.jpg,"R.O.H.A.N.: Blood Feud is a free massively multiplayer online role-playing game. This free MMO game unfolds in a rich and huge persistent online world, and is set on the continent of R.O.H.A.N.: Blood Feud.",https://www.mmobomb.com/open/rohan-blood-feud,MMORPG,PC (Windows),Playwith Interactive,Playwith Interactive,2008-05-28,https://www.mmobomb.com/rohan-blood-feud
301,Age of Conan: Unchained,https://www.mmobomb.com/g/301/thumbnail.jpg,Age of Conan: Unchained is a free to play 3D fantasy MMORPG based on the works of acclaimed author Robert E. Howard.,https://www.mmobomb.com/open/age-of-conan,MMORPG,PC (Windows),Funcom,Funcom,2008-05-20,https://www.mmobomb.com/age-of-conan
428,Ikariam,https://www.mmobomb.com/g/428/thumbnail.jpg,"Ikariam is a free-to-play browser based MMORTS with familiar gameplay, PvP multiplayer and civilian micromanagement Ikariam features real-time progression, the game’s time flows whether you are online or offline, that offers a harrowing experience for many players as it can mean the difference between the success or loss of their city. Set within a chain of Greek-inspired islands, Ikariam challenges players to manage their resources while forging their own city-state.",https://www.mmobomb.com/open/ikariam,Strategy,Web Browser,GameForge,GameForge,2008-03-31,https://www.mmobomb.com/ikariam
305,Fiesta Online,https://www.mmobomb.com/g/305/thumbnail.jpg,"Fiesta Online is a free to play 3D cartoon style MMORPG with simple gameplay, cell-shaded graphics and regular updates.",https://www.mmobomb.com/open/fiesta-online,MMORPG,PC (Windows),gamigo AG,Onson Soft,2008-02-01,https://www.mmobomb.com/fiesta-online
308,Angels Online Global,https://www.mmobomb.com/g/308/thumbnail.jpg,Angels Online is a free to play 2D Fantasy MMORPG with great anime style graphics and lots of classes. Players can fight for 1 of 4 realms in Angels Online.,https://www.mmobomb.com/open/angels-online,MMORPG,PC (Windows),USERJOY Technology,USERJOY Technology,2007-12-01,https://www.mmobomb.com/angels-online
309,Seal Online,https://www.mmobomb.com/g/309/thumbnail.jpg,"The game also provides a large selection of classes. Initially they were six, as: Knight, Warrior, Magician, Priest, Jester and Crafter.",https://www.mmobomb.com/open/seal-online,MMORPG,PC (Windows),YNK Interactive,YNK Interactive,2007-11-19,https://www.mmobomb.com/seal-online
311,Rumble Fighter,https://www.mmobomb.com/g/311/thumbnail.jpg,"Rumble Fighter is a free 3D fighting MMO game offering a casual approach, being easy to play but difficult to master. A maximum of 8 players get to battle it out simultaneously in fast paced and exciting multiplayer action.",https://www.mmobomb.com/open/rumble-fighter,Fighting,PC (Windows),RedFox Games,Nimonix,2007-08-02,https://www.mmobomb.com/rumble-fighter
312,Granado Espada Online,https://www.mmobomb.com/g/312/thumbnail.jpg,Granado Espada Online is a 3D free to play fantasy MMORPG with RTS elements.,https://www.mmobomb.com/open/granado-espada,MMORPG,PC (Windows),T3Fun,IMC Games Co. Limited,2007-07-10,https://www.mmobomb.com/granado-espada
265,9Dragons,https://www.mmobomb.com/g/265/thumbnail.jpg,"9Dragons is a 3D martial arts MMORPG with a great combat system and a unique skill system, set in ancient China during the Ming Dynasty. The game allows you pick from one of four distinct classes (Warriro, Strategist, Chi Kung Artist, Holist) and six different martial arts (White Clans: Shaolin, Wu Tang, The League of Beggars - Black Clans: Sacred Flower, Heavenly Demon and The Brotherhood of Thieves).",https://www.mmobomb.com/open/9dragons,MMORPG,PC (Windows),Battlezone,JoongWon Games,2007-05-09,https://www.mmobomb.com/9dragons
15,Crossfire,https://www.mmobomb.com/g/15/thumbnail.jpg,CrossFire is a free MMOFPS game that pits two powerful forces against each other.,https://www.mmobomb.com/open/crossfire,Shooter,PC (Windows),Neowiz Games,SmileGate,2007-05-03,https://www.mmobomb.com/crossfire
313,Teeworlds,https://www.mmobomb.com/g/313/thumbnail.jpg,"Teeworlds is a free to play retro multiplayer online shooter with side-scrolling combat like that of Smash Bros., and the ability to edit the maps for custom mods. It’s easy to see why Teeworlds is a popular MMO shooter.",https://www.mmobomb.com/open/teeworlds,Shooter,PC (Windows),Teeworlds Team,Teeworlds Team,2007-05-27,https://www.mmobomb.com/teeworlds
337,Priston Tale,https://www.mmobomb.com/g/337/thumbnail.jpg,"Priston Tale is a free to play fantasy MMORPG released in 2001 by Trglow Pictures. Welcome to the Continent of Priston, where its inhabitants settle in one of the two major towns.",https://www.mmobomb.com/open/priston-tale,MMORPG,PC (Windows),Suba Games,Trglow Pictures,2007-05-17,https://www.mmobomb.com/priston-tale
16,Roblox,https://www.mmobomb.com/g/16/thumbnail.jpg,"Players on Roblox demonstrate incredible creativity limited only by their imagination, using core building components to create their own elaborate online games, social hangouts, and custom virtual items.",https://www.mmobomb.com/open/roblox,MMO,PC (Windows),Roblox Corporation,Roblox Corporation,2006-12-22,https://www.mmobomb.com/roblox
333,Metin2,https://www.mmobomb.com/g/333/thumbnail.jpg,"Metin 2 is a free 3D fantasy MMORPG which is packed with great features including guild battles, real time combat, ride mounts, and wars between nations.",https://www.mmobomb.com/open/metin2,MMORPG,PC (Windows),Gameforge,Ymir Entertainment,2006-12-17,https://www.mmobomb.com/metin2
380,Dark Orbit Reloaded,https://www.mmobomb.com/g/380/thumbnail.jpg,"Take part in huge intergalactic battles in DarkOrbit, the free-to-play browser-based space combat MMO - now in 3D!",https://www.mmobomb.com/open/darkorbit,Shooter,Web Browser,Bigpoint,Bigpoint,2006-12-11,https://www.mmobomb.com/darkorbit
317,Rappelz,https://www.mmobomb.com/g/317/thumbnail.jpg,Rappelz is a free 3D MMORPG set in a medieval world.,https://www.mmobomb.com/open/rappelz,MMORPG,PC (Windows),Webzen,Gala Lab,2006-11-03,https://www.mmobomb.com/rappelz
351,Grand Prix Racing Online,https://www.mmobomb.com/g/351/thumbnail.jpg,"Guide your Formula One team to the championship in Grand Prix Racing Online, a highly detailed free-to-play racing simulator. Manage your team and set your strategy every week, and then watch them play out in races.",https://www.mmobomb.com/open/gpro,Strategy,Web Browser,GPRO.net,GPRO.net,2006-08-01,https://www.mmobomb.com/gpro
429,Astro Empires,https://www.mmobomb.com/g/429/thumbnail.jpg,"Explore the farthest reaches of space in Cybertopia Studios’ Astro Empires, a free to play text-based space strategy MMO that gives you something you’ve always dreamed of: the chance to build your own galaxy-spanning empire among the stars. As you start with your own planet in the farthest flung regions of unknown space in Astro Empires, you will learn to gather materials and develop new technologies to turn your previously unnoticed rock into a mighty empire befitting a galactic emperor.",https://www.mmobomb.com/open/astro-empires,Strategy,Web Browser,Cybertopia,Cybertopia,2006-05-20,https://www.mmobomb.com/astro-empires
430,Urban Rivals,https://www.mmobomb.com/g/430/thumbnail.jpg,"Urban Rivals is a free to play 2D browser based trading card game with more than 400 characters to discover, collect and level up by fighting live against players from all over the world! You can decide your own fate.",https://www.mmobomb.com/open/urban-rivals,Card Game,Web Browser,Boostr,Acute Mobile,2006-01-17,https://www.mmobomb.com/urban-rivals
323,Flyff: Fly For Fun,https://www.mmobomb.com/g/323/thumbnail.jpg,"Fly For Fun (Flyff) is a popular free-to-play 3D fantasy MMORPG with enjoyable graphics, a large community, and frequent updates.",https://www.mmobomb.com/open/flyff,MMORPG,PC (Windows),Webzen,Gala Lab Corp,2005-12-25,https://www.mmobomb.com/flyff
324,Dream of Mirror Online,https://www.mmobomb.com/g/324/thumbnail.jpg,"Dream of Mirror Online (DOMO) is a social free MMORPG based on the ancient Oriental legend of the Kunlun Mirror. Players can enter an anime-inspired world to meet people and make new friendships, learn crafting skills and master an assortment of job classes, all with the purpose of solving the enigma of the ancient myth.",https://www.mmobomb.com/open/domo,MMORPG,PC (Windows),SubaGames,SoftStar,2005-09-03,https://www.mmobomb.com/domo
431,Imperia Online,https://www.mmobomb.com/g/431/thumbnail.jpg,"Initially released in 2005, Imperia Online is among the most recognizable RTS games online, especially in Europe, Brazil, Turkey and Russia. The current 6-th version ""The Great People"" was released in 2013.",https://www.mmobomb.com/open/imperia-online,Strategy,Web Browser,Imperia Online Ltd.,Imperia Online Ltd.,2005-08-23,https://www.mmobomb.com/imperia-online
325,MapleStory,https://www.mmobomb.com/g/325/thumbnail.jpg,MapleStory is a free-to-play 2D side-scrolling MMORPG (Massively Multiplayer Online role-playing Game) with real time gameplay and traditional RPG elements.,https://www.mmobomb.com/open/maplestory,MMORPG,PC (Windows),Nexon,Nexon,2005-05-11,https://www.mmobomb.com/maplestory
326,Shot Online,https://www.mmobomb.com/g/326/thumbnail.jpg,"Arguably more than any other sport, golf requires focus and mental stamina, and so does Shot Online, which is a reproduction of the full experience and game of golf in full, rich 3D graphics. Shot-Online is not just an online sports game either, but it is a highly accurate simulation and a deep role-playing experience.",https://www.mmobomb.com/open/shot-online,Sports,PC (Windows),GamesCampus,OnNet Co. Ltd.,2004-11-30,https://www.mmobomb.com/shot-online
327,Everquest 2,https://www.mmobomb.com/g/327/thumbnail.jpg,"EverQuest II is a free to play 3D fantasy MMORPG based upon the popular Everquest. The game was originally released back in 2004 as a subscription-based, but was re-released in July 2010 as a free to play game.",https://www.mmobomb.com/open/everquest-2,MMORPG,PC (Windows),Daybreak Games,Daybreak Games,2004-11-08,https://www.mmobomb.com/everquest-2
328,Dofus,https://www.mmobomb.com/g/328/thumbnail.jpg,Dofus is a 2D free-to-play MMORPG from Ankama Games.,https://www.mmobomb.com/open/dofus,MMORPG,PC (Windows),Ankama Games,Ankama Games,2004-09-01,https://www.mmobomb.com/dofus
352,Travian,https://www.mmobomb.com/g/352/thumbnail.jpg,"Travian is a phenomenon. Initially published in 2004, it today entertains millions of players worldwide.",https://www.mmobomb.com/open/travian,Strategy,Web Browser,Travian Games,Travian Games,2004-09-05,https://www.mmobomb.com/travian
190,Ryzom,https://www.mmobomb.com/g/190/thumbnail.jpg,"Ryzom is a free-to-play fantasy/sci-fi sandbox that puts critical decisions in the hands of players and constantly evolves based on their actions. With updated graphics for its Steam launch, Ryzom is waiting to be discovered by a new generation of gamers looking for a truly immersive experience.",https://www.mmobomb.com/open/ryzom,MMORPG,PC (Windows),Winch Gate,Nevrax,2004-09-19,https://www.mmobomb.com/ryzom
329,Kal Online,https://www.mmobomb.com/g/329/thumbnail.jpg,"KAL online is a free to play 3D Fantasy MMORPG which was first released in 2004. The player is given a choice of three professions including a Knight, a Mage, or an Archer and a Thief.",https://www.mmobomb.com/open/kalonline,MMORPG,PC (Windows),Inisxoft,Inisxoft,2004-06-11,https://www.mmobomb.com/kalonline
330,Lineage 2,https://www.mmobomb.com/g/330/thumbnail.jpg,"Lineage II is a 3D fantasy MMORPG and has been revitalized with a revamp of existing content, all-new high level content and the introduction of the Free to play model with the launch of Goddess of Destruction. The Goddess of Destruction update ushers in a new era for Lineage II, with improved graphics, 4x faster levelling, character advancement, eight new specialized classes, challenging new bosses, unexplored zones, over 400 hours of brand new gameplay and much more completely free.",https://www.mmobomb.com/open/lineage-2,MMORPG,PC (Windows),NCSoft,NCSoft,2004-04-27,https://www.mmobomb.com/lineage-2
332,Red Stone Online,https://www.mmobomb.com/g/332/thumbnail.jpg,"Similar in many respects to the vaunted Diablo series, Red Stone Online is an example of classic top down isometric 2D fantasy MMORPGs. It may look out of date, but Red Stone Online still has much to offer to those who will give it a chance.",https://www.mmobomb.com/open/red-stone-online,MMORPG,PC (Windows),"L＆K CO., LTD","L＆K CO., LTD",2003-10-06,https://www.mmobomb.com/red-stone-online
334,Mu Online,https://www.mmobomb.com/g/334/thumbnail.jpg,"MU Online is a free to play 3D fantasy MMORPG that takes the player, into a world full of excitement, adventure and monsters. The game’s graphics and interface both look a lot like Diablo 2.",https://www.mmobomb.com/open/mu-online,MMORPG,PC (Windows),Webzen,Webzen,2003-10-06,https://www.mmobomb.com/mu-online
18,Second Life,https://www.mmobomb.com/g/18/thumbnail.jpg,"Second Life is one of the most famous, if not the most famous free online virtual world games ever created. From the moment you step into the world designed by Linden Lab, you’ll find a place where there are opportunities to do everything you want to.",https://www.mmobomb.com/open/second-life,Social,PC (Windows),Linden Lab,Linden Lab,2003-06-23,https://www.mmobomb.com/second-life
335,Ragnarok Online,https://www.mmobomb.com/g/335/thumbnail.jpg,Ragnarok Online is a popular free 3D fantasy MMORPG based on Norse mythology inspired by the anime written by MJ Lee. Ragnarok Online was entirely pay to play but in October 2008 gravity launched a free to play server called Valkyrie (Valkyrie Server Client).,https://www.mmobomb.com/open/ragnarok-online,MMORPG,PC (Windows),Gravity Interactive,Gravity Interactive,2003-06-01,https://www.mmobomb.com/ragnarok-online
17,Entropia Universe,https://www.mmobomb.com/g/17/thumbnail.jpg,Entropia Universe is free to play 3D Sci-Fi MMORPG with interesting economic and social features.,https://www.mmobomb.com/open/entropia-universe,MMORPG,PC (Windows),MindArk,MindArk,2003-01-30,https://www.mmobomb.com/entropia-universe
432,Habbo,https://www.mmobomb.com/g/432/thumbnail.jpg,"Habbo is a virtual hotel environment where players can socialise with each other using customized avatars called Habbos. The virtual environment features Public Rooms which are accessible to all players; and Guest Rooms, which are private user-created rooms.",https://www.mmobomb.com/open/habbo,Social,Web Browser,Sulake Corporation,Sulake Corporation,2001-09-26,https://www.mmobomb.com/habbo
336,Anarchy Online,https://www.mmobomb.com/g/336/thumbnail.jpg,"Anarchy Online is a 3D Sci-Fi MMORPG originally released in 2001 as a subscription based game, but it’s now available for free.",https://www.mmobomb.com/open/anarchy-online,MMORPG,PC (Windows),Funcom,Funcom,2001-06-27,https://www.mmobomb.com/anarchy-online
339,Tibia,https://www.mmobomb.com/g/339/thumbnail.jpg,Tibia is a classic 2D medieval MMORPG created by CipSoft.,https://www.mmobomb.com/open/tibia,MMORPG,PC (Windows),CipSoft,CipSoft,1997-01-07,https://www.mmobomb.com/tibia
